ORGANIZATION NAME,ORGANIZATION ID (IPF),PROJECT NUMBER,FUNDING MECHANISM,NIH REFERENCE,PI NAME,PI PERSON ID,PROJECT TITLE,DEPT NAME,NIH DEPT COMBINNING NAME,NIH MC COMBINING NAME,DIRECT COST,INDIRECT COST,FUNDING,CONGRESSIONAL DISTRICT,CITY,STATE OR COUNTRY NAME,ZIP CODE,ATTRIBUTED TO MEDICAL SCHOOL,MEDICAL SCHOOL LOCATION,INSTITUTION TYPE,AWARD NOTICE DATE,FOA
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5K01DK125341-04,Other Research-Related,10675013,"MCCAULEY, HEATHER A",12157969,Enteroendocrine Regulation of Intestinal Metabolism,CELL BIOLOGY AND PHYSIOLOGY,PHYSIOLOGY,SCHOOLS OF MEDICINE,"$146,745","$11,740","$158,485",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,8/28/24,PAR-18-419
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R56AG083424-02,RPGs - Non SBIR/STTR,10916558,"ZHANG, QISHENG",8950218,Discovery of allosteric activators of phospholipase C-gamma2 to treat Alzheimer's disease,NONE,NONE,SCHOOLS OF PHARMACY,"$496,874","$251,699","$748,573",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PHARMACY,8/8/24,PAR-22-031
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5U24HL151308-05,Other Research-Related,10916389,"STEVENS, JUNE",6084059,Coordinating Center for the DECIPHeR Network,NUTRITION,NUTRITION,SCHOOLS OF PUBLIC HEALTH,"$373,198","$200,014","$573,212",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PUBLIC HEALTH,8/30/24,RFA-HL-20-004
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5UG3OD023348-09,RPGs - Non SBIR/STTR,10917242,"O'SHEA, MICHAEL",1887328,"Environment, Epigenetics, Neurodevelopment & Health of Extremely Preterm Children",PEDIATRICS,PEDIATRICS,SCHOOLS OF MEDICINE,"$611,809","$319,373","$801,705",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,6/11/24,RFA-OD-22-019
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5K08DE029241-05,Other Research-Related,10917062,"SCHRANK, TRAVIS P.",14649732,Mechanisms Determining Dysregulation of the NRF2 Oxidative Stress Response in Head and Neck Squamous Cell Carcinoma,OTOLARYNGOLOGY-HEAD & NECK SURGERY,OTOLARYNGOLOGY,SCHOOLS OF MEDICINE,"$161,105","$12,888","$173,993",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,8/14/24,PA-19-117
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5P30DK065988-20,Research Centers,10917152,"BOUCHER, RICHARD CHARLES",1860172,UNC Cystic Fibrosis Research and Translation Core Center,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$750,000","$416,250","$1,166,250",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,8/7/24,RFA-DK-19-003
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R00GM138753-04,RPGs - Non SBIR/STTR,10915660,"KRATOCHVIL, HUONG TRAN",12221775,Proton Conduction Pathways in Proton Channel Proteins,CHEMISTRY,CHEMISTRY,SCHOOLS OF ARTS AND SCIENCES,"$162,604","$86,396","$249,000",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF ARTS AND SCIENCES,8/22/24,PA-19-130
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5F31AG084224-02,Training - Individual,10915454,"BOND, MARIELLE LOUISE",78249394,Cell-type Specific Interrogation of Variant Function in Alzheimer's Disease,GENETICS,GENETICS,SCHOOLS OF MEDICINE,"$40,791",,"$40,791",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,6/11/24,PA-21-051
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,1DP1CA291150-01,RPGs - Non SBIR/STTR,10915169,"PAINSCHAB, MATTHEW SCOTT",14778174,Innovations in diagnosis for lymphadenopathy across HIV Centers of Excellence in Malawi,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$350,000","$194,250","$544,250",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,7/1/24,PAR-23-024
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,1R01CA280482-01A1,RPGs - Non SBIR/STTR,10807818,"PURVIS, JEREMY",10236149,Cell cycle paths as a framework for understanding drug resistance in tumor cell subpopulations,GENETICS,GENETICS,SCHOOLS OF MEDICINE,"$411,618","$205,696","$617,314",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,1/17/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,1R01AG085581-01,RPGs - Non SBIR/STTR,10807706,"ZHU, HONGTU",8800757,Construction and Application of Comprehensive Knowledge Graphs for Alzheimer's Disease,BIOSTATISTICS,BIOSTATISTICS & OTHER MATH SCI,SCHOOLS OF PUBLIC HEALTH,"$907,812","$376,099","$1,283,911",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PUBLIC HEALTH,9/25/24,PAR-22-093
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,1U01AG082042-01A1,RPGs - Non SBIR/STTR,10807739,"RAFFIELD, LAURA M",14299235,Proteomic biomarkers of incident cognitive impairment in Black and White adults,GENETICS,GENETICS,SCHOOLS OF MEDICINE,"$690,780","$114,450","$805,230",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,5/30/24,PAR-22-093
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,1K08CA273684-01A1,Other Research-Related,10807290,"RICHARDSON, DANIEL R",15599146,Developing a Values Elicitation Tool to Improve Treatment Decision-Making in Acute Myeloid Leukemia,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$263,934","$21,115","$285,049",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,6/11/24,PA-20-202
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01AI148260-05,RPGs - Non SBIR/STTR,10806942,"BARIC, RALPH S",1885536,Antibody Landscape following Human Norovirus Infection and Vaccination,EPIDEMIOLOGY,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF PUBLIC HEALTH,"$615,707","$116,765","$732,472",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PUBLIC HEALTH,2/14/24,PA-19-056
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01AG066871-05,RPGs - Non SBIR/STTR,10806980,"PHANSTIEL, DOUGLAS H.",10998547,Identifying Alzheimer’s Disease Causal Variants and Target Genes Using iPSC-derived Microglia,CELL BIOLOGY AND PHYSIOLOGY,PHYSIOLOGY,SCHOOLS OF MEDICINE,"$460,857","$249,083","$709,940",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,4/17/24,PAR-18-516
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R35GM122596-08,RPGs - Non SBIR/STTR,10806995,"HAHN, KLAUS M.",1865701,Dissecting signaling in vivo via precise control and visualization of protein activity,PHARMACOLOGY,PHARMACOLOGY,SCHOOLS OF MEDICINE,"$523,240","$287,030","$810,270",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,3/11/24,PAR-19-367
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01AG044034-12,RPGs - Non SBIR/STTR,10807026,"LOESER, RICHARD F",1969500,Oxidative Stress and the Development of Osteoarthritis,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$295,364","$113,711","$409,075",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,2/9/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01EB029419-04,RPGs - Non SBIR/STTR,10807070,"PINTON, GIANMARCO",12284990,A machine learning ultrasound beamformer based on realistic wave physics for high body mass index imaging,BIOMEDICAL ENGINEERING,BIOMEDICAL ENGINEERING,SCHOOLS OF MEDICINE,"$347,413","$84,672","$432,085",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,4/26/24,PA-19-056
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01AI168242-03,RPGs - Non SBIR/STTR,10807109,"LI, CHENGWEN",8879583,Novel strategy to block Nabs for AAV gene delivery,PEDIATRICS,PEDIATRICS,SCHOOLS OF MEDICINE,"$402,087","$215,593","$617,680",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,2/28/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01HL152034-05,RPGs - Non SBIR/STTR,10808064,"FLYTHE, JENNIFER E",10673950,QT prolonging medications and sudden cardiac death among individuals on hemodialysis,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$442,836","$88,904","$531,740",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,3/25/24,PA-19-056
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01AI175708-02,RPGs - Non SBIR/STTR,10808066,"LAZEAR, HELEN",10606822,Antiviral and immunomodulatory effects of interferon lambda in the skin,MICROBIOLOGY AND IMMUNOLOGY,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,"$386,741","$207,981","$594,722",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,2/28/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,1R21HG013417-01,RPGs - Non SBIR/STTR,10808230,"ROBERTS, MEGAN C.",12051339,Let's Talk: Overcoming barriers to the uptake of cascade screening through a stakeholder-informed online intervention,NONE,NONE,SCHOOLS OF PHARMACY,"$370,924","$204,174","$575,098",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PHARMACY,9/20/24,RFA-HG-20-037
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,1R01DK138462-01,RPGs - Non SBIR/STTR,10806563,"FUREY, TERRENCE S.",8369450,Multi-omic characterization of genetic variants in IBD risk loci,GENETICS,GENETICS,SCHOOLS OF MEDICINE,"$299,999","$159,944","$459,943",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,2/13/24,RFA-DK-22-023
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R21DA057871-02,RPGs - Non SBIR/STTR,10806213,"FITTING, SYLVIA",10885481,In vivo calcium imaging during appetitive learning in HIV Tat transgenic mice exposed to cannabis,PSYCHOLOGY AND NEUROSCIENCE,PSYCHOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$125,000","$69,375","$194,375",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF ARTS AND SCIENCES,2/15/24,PA-20-195
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R21DA057503-02,RPGs - Non SBIR/STTR,10806238,"HSU, LI-MING",15886719,Concurrent high resolution calcium imaging and fMRI reveal intra anterior cingulate cortex neuronal activity and large-scale brain network connectivity in healthy and nicotine-addicted mice,NEUROLOGY,NEUROLOGY,SCHOOLS OF MEDICINE,"$125,000","$69,375","$194,375",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,2/21/24,PA-20-195
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5P2CHD050924-20,Other Research-Related,10806233,"GUZZO, KAREN B",7696545,Carolina Population Center,SOCIOLOGY,SOCIAL SCIENCES,SCHOOLS OF ARTS AND SCIENCES,"$467,686","$259,566","$727,252",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF ARTS AND SCIENCES,6/19/24,RFA-HD-20-015
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01MH126518-04,RPGs - Non SBIR/STTR,10806159,"SHIH, YEN-YU IAN",11536282,Circuit Mechanisms Governing the Default Mode Network,NEUROLOGY,NEUROLOGY,SCHOOLS OF MEDICINE,"$588,671","$168,416","$757,087",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,2/7/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R03AG080356-03,RPGs - Non SBIR/STTR,10805402,"PRUITT, KEVIN",8770755,Post-translational regulation of aromatase in aging,PHARMACOLOGY,PHARMACOLOGY,SCHOOLS OF MEDICINE,"$50,000","$27,750","$77,750",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,3/12/24,PA-20-200
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01HL163031-03,RPGs - Non SBIR/STTR,10804602,"ZANNAS, ANTHONY S.",16147694,Epigenetic mechanisms linking psychosocial stress with coronary heart disease,PSYCHIATRY,PSYCHIATRY,SCHOOLS OF MEDICINE,"$335,456","$147,994","$483,450",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,3/8/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R21CA273983-02,RPGs - Non SBIR/STTR,10804659,"LAI, SAMUEL",10055327,Engineering Siglec15/TGF-beta targeted bispecific antibodies that modulate the tumor microenvironment and enhances T-cell immunotherapy against pancreatic cancer,PHARMACOENGINEERING AND MOLEC PHARMACEUTICS,PHARMACOLOGY,SCHOOLS OF PHARMACY,"$111,031","$58,532","$169,563",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PHARMACY,3/14/24,PAR-20-292
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5P30ES010126-23,Research Centers,10798338,"TROESTER, MELISSA A.",8873459,UNC Center for Environmental Health and Susceptibility,ENVIRONMENTAL SCIENCES AND ENGINEERING,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF PUBLIC HEALTH,"$1,000,000","$548,545","$1,548,545",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PUBLIC HEALTH,3/18/24,RFA-ES-20-006
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01ES034260-03,RPGs - Non SBIR/STTR,10799569,"KELADA, SAMIR",6885407,Regulatory Genomics of Ozone Air Pollution Response in Vitro and In Vivo,GENETICS,GENETICS,SCHOOLS OF MEDICINE,"$417,685","$221,860","$639,545",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,2/21/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5F30DA057839-02,Training - Individual,10799562,"OCHANDARENA, NICOLE ELISE",15643737,Circuit mechanisms for opioid analgesia and addiction in prefrontal cortex,CELL BIOLOGY AND PHYSIOLOGY,PHYSIOLOGY,SCHOOLS OF MEDICINE,"$47,367",,"$47,367",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,1/30/24,PA-21-049
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5F30AI169752-03,Training - Individual,10799686,"MORGAN, CAMILLE",15643723,Spatial and molecular epidemiology of hepatitis B transmission in the Democratic Republic of the Congo,EPIDEMIOLOGY,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF PUBLIC HEALTH,"$47,428",,"$47,428",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PUBLIC HEALTH,3/22/24,PA-21-049
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01AI176596-02,RPGs - Non SBIR/STTR,10799693,"JOSEPH, SARAH BETH",8630574,Identifying Roadblocks to Antigen Expression and Enhancing Killing of HIV-Infected Cells That Are Refractory to Clearance,MICROBIOLOGY AND IMMUNOLOGY,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,"$751,092","$416,856","$1,167,948",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,2/26/24,RFA-AI-22-025
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R37DA045657-07,RPGs - Non SBIR/STTR,10799673,"ROTH, BRYAN L.",1884515,Mechanistic insights into LSD actions at 5-HT2A serotonin receptors,PHARMACOLOGY,PHARMACOLOGY,SCHOOLS OF MEDICINE,"$536,864","$113,892","$650,756",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,2/15/24,PA-16-160
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,2R01HL146626-06,RPGs - Non SBIR/STTR,10800173,"BRESSAN, MICHAEL C",9635918,Regulation of cardiac pacemaker cell cytoarchitecture,CELL BIOLOGY AND PHYSIOLOGY,PHYSIOLOGY,SCHOOLS OF MEDICINE,"$389,958","$214,828","$604,786",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,12/20/23,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,1R01HL168009-01A1,RPGs - Non SBIR/STTR,10800976,"FLICK, MATTHEW J.",2315255,Novel mechanisms to limit thrombosis by decreasing fibrinogen or suppressing fibrin matrix formation,PATHOLOGY AND LAB MEDICINE,PATHOLOGY,SCHOOLS OF MEDICINE,"$595,682","$138,435","$734,117",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,2/7/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,1R01HD111642-01A1,RPGs - Non SBIR/STTR,10801074,"PROPPER, CATHI BARBRA",8380555,"Early Education, School Readiness, and Early School Success Among Children In Poverty: Exploring the Role of Parasympathetic Function in the Preschool Classroom",NONE,NONE,SCHOOLS OF NURSING,"$474,799","$232,404","$707,203",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF NURSING,9/1/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,1R01AI170959-01A1,RPGs - Non SBIR/STTR,10800993,"O'CONNELL, CATHERINE MARY",3122610,Natural History of Chlamydia trachomatis genital tract infection in women,PEDIATRICS,PEDIATRICS,SCHOOLS OF MEDICINE,"$570,017","$207,420","$777,437",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,1/2/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,2R01AA019454-13A1,RPGs - Non SBIR/STTR,10800950,"KASH, THOMAS L.",7551787,Extended Amygdala Regulation of Dorsal Raphe Function in Ethanol Self-Administration,PHARMACOLOGY,PHARMACOLOGY,SCHOOLS OF MEDICINE,"$346,681","$178,255","$524,936",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,3/7/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,1R01CA279010-01A1,RPGs - Non SBIR/STTR,10801350,"BRENNER, ALISON T",10649565,Expanding access to colorectal cancer screening through community pharmacies: The PharmFIT study,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$530,755","$136,214","$666,969",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,1/30/24,PAR-21-035
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,1R01DA058003-01A1,RPGs - Non SBIR/STTR,10801813,"RANNEY, LEAH MARIE",8527737,Developing and Strengthening Cannabis Warnings,FAMILY MEDICINE,FAMILY MEDICINE,SCHOOLS OF MEDICINE,"$428,570","$179,902","$608,472",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,6/11/24,PA-20-183
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5F31HD111292-02,Training - Individual,10802108,"MURVIN, MCKENZIE",15976430,Dissecting mechanisms of gene silencing by the lncRNA Kcnq1ot1 in mouse trophoblast stem cells,PHARMACOLOGY,PHARMACOLOGY,SCHOOLS OF MEDICINE,"$42,234",,"$42,234",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,1/25/24,PA-21-051
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R50CA275929-03,RPGs - Non SBIR/STTR,10802366,"STEPHENS, DEBORAH",14111572,Curing Through Collaboration: Utilizing Cooperative Groups in the Fight Against Chronic Lymphocytic Leukemia and B-cell Lymphomas,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$108,271","$60,090","$168,361",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,2/7/24,PAR-21-306
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5U01HL156655-03,RPGs - Non SBIR/STTR,10802347,"BOUCHER, RICHARD CHARLES",1860172,The molecular and cellular mechanisms of the STAT3 mutation-mediated pulmonary disorder in Autosomal Dominant Hyper IgE Syndrome (AD-HIES),MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$490,449","$255,884","$746,333",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,2/28/24,PAR-18-951
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,1R01CA276408-01A1,RPGs - Non SBIR/STTR,10803125,"LEE, CLARA NAN-HI",9763377,Dissemination of a breast reconstruction decision tool through social media and online communities,SURGERY,SURGERY,SCHOOLS OF MEDICINE,"$426,761","$150,232","$576,993",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,1/10/24,PAR-22-105
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,1R01CA279968-01A1,RPGs - Non SBIR/STTR,10803280,"PALMER, ADAM CHRISTOPHER",12008617,Modeling and analysis of curative combination therapy for Diffuse Large B-Cell Lymphoma,PHARMACOLOGY,PHARMACOLOGY,SCHOOLS OF MEDICINE,"$231,468","$113,113","$344,581",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,1/26/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,1R01DK135743-01A1,RPGs - Non SBIR/STTR,10803315,"HALL, MARISSA",12169995,Evaluating the impact of sugar warnings on beverage purchases in Hispanic populations,HEALTH BEHAVIOR,MISCELLANEOUS,SCHOOLS OF PUBLIC HEALTH,"$437,700","$236,565","$674,265",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PUBLIC HEALTH,4/3/24,PA-20-183
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,1R01AR081454-01A1,RPGs - Non SBIR/STTR,10803831,"LINNSTAEDT, SARAH",10345892,Sex-dependent microRNA-mediated pathways to chronic musculoskeletal pain following trauma,ANESTHESIOLOGY,ANESTHESIOLOGY,SCHOOLS OF MEDICINE,"$319,429","$172,435","$491,864",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,2/23/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01AR075803-05,RPGs - Non SBIR/STTR,10814370,"RUBIN, JANET E",1897246,Role of force regulated nuclear structure in expression of osteogenesis,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$336,856","$107,232","$444,088",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,4/24/24,PA-19-056
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5F32DC020341-03,Training - Individual,10814263,"KANE, STACEY LYNN GOEBEL",10911697,Effects of Auditory Neuropathy and Cochlear Hearing Loss on Speech Perception,OTOLARYNGOLOGY-HEAD & NECK SURGERY,OTOLARYNGOLOGY,SCHOOLS OF MEDICINE,"$81,314",,"$81,314",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,3/13/24,PAR-21-093
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5K23AT011389-03,Other Research-Related,10814147,"MAUCK, MATTHEW CHRISTOPHER",9637440,Immune mechanisms of Vitamin D in a randomized controlled trial to reduce chronic pain after burn.,ANESTHESIOLOGY,ANESTHESIOLOGY,SCHOOLS OF MEDICINE,"$162,182","$12,975","$175,157",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,3/28/24,PA-20-206
