ORGANIZATION NAME,ORGANIZATION ID (IPF),PROJECT NUMBER,FUNDING MECHANISM,NIH REFERENCE,PI NAME,PI PERSON ID,PROJECT TITLE,DEPT NAME,NIH DEPT COMBINING NAME,NIH MC COMBINING NAME,DIRECT COST,INDIRECT COST,FUNDING,CONGRESSIONAL DISTRICT,CITY,STATE OR COUNTRY NAME,ZIP CODE,ATTRIBUTED TO MEDICAL SCHOOL,MEDICAL SCHOOL LOCATION,INSTITUTION TYPE,AWARD NOTICE DATE,OPPORTUNITY NUMBER
YALE UNIVERSITY,9420201,5R01DK135052-03,RPGs - Non SBIR/STTR,10991026,"MAMULA, MARK J",1943613,Posttranslational Neoantigens in Autoimmunity and Metabolism in T1D,INTERNAL MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$465,854 ","$264,930 ","$730,784 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,11/26/24,RFA-DK-21-004
YALE UNIVERSITY,9420201,5F31NS131036-03,Training - Individual,10997334,"GREENBERG, REBECCA",78502251,Cellular and molecular mechanisms of cold-adapted mechanosensation in the hibernating squirrel,NEUROSCIENCE,NEUROSCIENCES,SCHOOLS OF MEDICINE,"$44,270 ",,"$44,270 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,11/22/24,PA-21-051
YALE UNIVERSITY,9420201,1R01AI189569-01,RPGs - Non SBIR/STTR,11101642,"LARA-TEJERO, MARIA",10409380,Structure and Function of the Salmonella type III secretion sorting platform,MICROBIAL PATHOGENESIS,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,"$317,161 ","$214,084 ","$531,245 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,1/14/25,PA-20-185
YALE UNIVERSITY,9420201,5R21AI180408-02,RPGs - Non SBIR/STTR,10992175,"FLAVELL, RICHARD A",1883483,Regulation of hematopoiesis and trained immunity by innate lymphocytes,IMMUNOBIOLOGY,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,"$121,250 ","$81,844 ","$203,094 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,11/4/24,PA-20-195
YALE UNIVERSITY,9420201,5R01HL167071-02,RPGs - Non SBIR/STTR,11003760,"PILLAI, MANOJ M.",7845210,Altered RNA fates due to an MDS driver mutation in SF3B1,CANCER CENTER,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$328,452 ","$221,705 ","$550,157 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,12/23/24,PAS-22-096
YALE UNIVERSITY,9420201,5R01MD018502-03,RPGs - Non SBIR/STTR,11004644,"RANSOME, YUSUF",10836510,The Impact of Individual- and Neighborhood-Level Social Connectedness on Mental Health in Black Adults,EPIDEMIOLOGY AND PUBLIC HEALTH,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF MEDICINE,"$364,183 ","$189,851 ","$554,034 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,12/22/24,PAR-21-350
YALE UNIVERSITY,9420201,5R61HD114344-02,RPGs - Non SBIR/STTR,11017045,"CHUNG, JEAN-JU LUCIA",6882759,Engineering and targeting the sperm-specific calcium channel CatSper for contraception,CELLULAR AND MOLECULAR PHYSIOLOGY,PHYSIOLOGY,SCHOOLS OF MEDICINE,"$220,707 ","$116,793 ","$337,500 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,1/13/25,RFA-HD-24-002
YALE UNIVERSITY,9420201,5R01ES005775-29,RPGs - Non SBIR/STTR,10994130,"GLAZER, PETER M",1871634,"Oncometabolites, DNA Repair, and Cancer",THERAPEUTIC RADIOLOGY,RADIATION-DIAGNOSTIC/ONCOLOGY,SCHOOLS OF MEDICINE,"$225,000 ","$151,875 ","$376,875 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,12/17/24,PA-20-185
YALE UNIVERSITY,9420201,3F30EY034380-03S1,Training - Individual,11238609,"BATCHELOR, HANNAH MARIE",15613713,Plasticity of cortical networks during learning,NEUROSCIENCE,NEUROSCIENCES,SCHOOLS OF MEDICINE,"$21,000 ",,"$21,000 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,12/2/24,PA-21-049
YALE UNIVERSITY,9420201,5R01HL171984-02,RPGs - Non SBIR/STTR,10991036,"QYANG, YIBING",9825566,Readily Available Biological Conduits to Treat Single Ventricle Defects,INTERNAL MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$309,084 ","$208,631 ","$517,715 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,11/7/24,PA-20-185
YALE UNIVERSITY,9420201,5R01EY022951-10,RPGs - Non SBIR/STTR,10992607,"CARDIN, JESSICA A",2218161,Impact of local network dynamics on visual cortex function,NEUROBIOLOGY,NEUROSCIENCES,SCHOOLS OF MEDICINE,"$250,000 ","$167,839 ","$417,839 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,12/5/24,PA-19-056
YALE UNIVERSITY,9420201,5K23NS121634-04,Other Research-Related,11001502,"SHARMA, RICHA",14301520,Classification of Stroke Etiology Using Advanced Computational Approaches,NEUROLOGY,NEUROLOGY,SCHOOLS OF MEDICINE,"$175,237 ","$14,019 ","$189,256 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,1/13/25,PA-20-205
YALE UNIVERSITY,9420201,5R01EY035127-02,RPGs - Non SBIR/STTR,10995301,"CARDIN, JESSICA A",2218161,Experience-dependent plasticity of circuit dynamics,NEUROSCIENCE,NEUROSCIENCES,SCHOOLS OF MEDICINE,"$312,447 ","$209,930 ","$522,377 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,1/15/25,PA-20-185
YALE UNIVERSITY,9420201,5R01CA259386-04,RPGs - Non SBIR/STTR,11001137,"STEITZ, JOAN A.",1893794,Viral Noncoding RNAs and Cell Transformation,MOLECULAR BIOPHYSICS AND BIOCHEMISTRY,BIOCHEMISTRY,SCHOOLS OF MEDICINE,"$377,049 ","$254,508 ","$631,557 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,12/27/24,PA-20-185
YALE UNIVERSITY,9420201,5F32NS131266-02,Training - Individual,11003275,"PATEL, PARAS",15835702,Interrogating Dynamic Regulation of Pre-Synaptic Release Probability In Vivo,NEUROSCIENCE,NEUROSCIENCES,SCHOOLS OF MEDICINE,"$73,828 ",,"$73,828 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,11/22/24,PAR-21-032
YALE UNIVERSITY,9420201,2R35GM133573-06,RPGs - Non SBIR/STTR,11011739,"YOGEV, SHAUL",10733629,Patterning acentrosomal microtubule arrays,NEUROSCIENCE,NEUROSCIENCES,SCHOOLS OF MEDICINE,"$286,000 ","$193,050 ","$479,050 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,12/24/24,PAR-22-180
YALE UNIVERSITY,9420201,1R01AG090465-01,RPGs - Non SBIR/STTR,11021997,"LUSK, CHARLES PATRICK",10551887,The mechanism of nucleophagy in rejuvenating the nuclear envelope,CELL BIOLOGY,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,"$392,065 ","$264,644 ","$656,709 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,11/26/24,PA-20-185
YALE UNIVERSITY,9420201,5R01MD016054-04,RPGs - Non SBIR/STTR,11064876,"BELL, MICHELLE L",8518531,"Air Pollution, Heat, Cold, and Health: Disparities in the Rural South",NONE,NONE,EARTH SCIENCES/RESOURCES,"$590,282 ","$287,856 ","$878,138 ",3,NEW HAVEN,CONNECTICUT,6520,,YALE UNIVERSITY SCH OF MEDICINE,EARTH SCIENCES/RESOURCES,12/24/24,PA-20-185
YALE UNIVERSITY,9420201,5F31HL167578-03,Training - Individual,11017043,"PAUL, MAXUM",77795683,Inter-Domain Regulation of p120RasGAP,PHARMACOLOGY,PHARMACOLOGY,SCHOOLS OF MEDICINE,"$48,974 ",,"$48,974 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,1/6/25,PA-21-051
YALE UNIVERSITY,9420201,5R25EB030985-04,Other Research-Related,11032809,"WIZNIA, DANIEL",16076564,Medical Device Design and Innovation; Orthopaedic Implant Failure Analysis and Redesign,ORTHOPAEDICS AND REHABILITATION,ORTHOPEDICS,SCHOOLS OF MEDICINE,"$39,791 ","$1,583 ","$41,374 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,1/16/25,PAR-19-215
YALE UNIVERSITY,9420201,1R01DK139558-01A1,RPGs - Non SBIR/STTR,11045938,"LIPSKA, KASIA JOANNA",9645093,"Addressing Social Determinants of Health in Young Adults with Type 1 Diabetes Through Comprehensive Assessment, Responsiveness, and Engagement (T1CARE)",INTERNAL MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$387,896 ","$124,916 ","$512,812 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,1/27/25,RFA-DK-22-028
YALE UNIVERSITY,9420201,5R01NS118884-05,RPGs - Non SBIR/STTR,10991354,"HOWARD, JONATHON",6821972,Dendrite structure: Data-Driven Models to Bridge from Molecules to Morphology,MOLECULAR BIOPHYSICS AND BIOCHEMISTRY,BIOCHEMISTRY,SCHOOLS OF MEDICINE,"$225,000 ","$151,875 ","$376,875 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,11/21/24,PAS-18-483
YALE UNIVERSITY,9420201,5R01HD105267-04,RPGs - Non SBIR/STTR,10996073,"JIANG, YONG-HUI",8260675,Large scale genome sequencing and integrative analyses to define genomic predictors of recurrent pregnancy loss,GENETICS,GENETICS,SCHOOLS OF MEDICINE,"$794,896 ","$536,554 ","$1,331,450 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,11/7/24,RFA-HD-21-005
YALE UNIVERSITY,9420201,5F31HD112117-02,Training - Individual,11084279,"ABEL, ASHLEY",78318037,Multispecies investigation of early pregnancy loss mechanisms using bioengineered stem cell models,GENETICS,GENETICS,SCHOOLS OF MEDICINE,"$33,922 ",,"$33,922 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,12/10/24,PA-21-051
YALE UNIVERSITY,9420201,3R01AI171980-04S1,RPGs - Non SBIR/STTR,11244662,"KONNIKOVA, LIZA",11466059,Function of T cells at the Maternal-Fetal Interface,PEDIATRICS,PEDIATRICS,SCHOOLS OF MEDICINE,"$49,844 ","$33,645 ","$83,489 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,12/11/24,PA-20-185
YALE UNIVERSITY,9420201,5R35GM152208-02,RPGs - Non SBIR/STTR,11001129,"GUO, JUNJIE",11732027,Post-transcriptional mRNA regulation in the mammalian nervous system,NEUROSCIENCE,NEUROSCIENCES,SCHOOLS OF MEDICINE,"$259,200 ","$174,960 ","$434,160 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,11/19/24,PAR-22-180
YALE UNIVERSITY,9420201,5R01EB031114-04,RPGs - Non SBIR/STTR,11013870,"SHETH, KEVIN NAVIN",10337560,"Portable, Low Field Brain Magnetic Resonance Imaging (MRI) for Acute Stroke",NEUROLOGY,NEUROLOGY,SCHOOLS OF MEDICINE,"$540,706 ","$92,632 ","$633,338 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,12/5/24,PAR-18-530
YALE UNIVERSITY,9420201,5R01CA266604-04,RPGs - Non SBIR/STTR,11014403,"BINDRA, RANJIT",11263286,Targeting Defective DNA Damage Response Pathways in IDH1/2-mutant AML,THERAPEUTIC RADIOLOGY,RADIATION-DIAGNOSTIC/ONCOLOGY,SCHOOLS OF MEDICINE,"$314,386 ","$212,211 ","$526,597 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,1/13/25,PA-20-185
YALE UNIVERSITY,9420201,5R01MH131768-03,RPGs - Non SBIR/STTR,10954254,"POWERS, ALBERT R",9198914,PREMAP - Predictors and Risk Evaluation for Menopause-Associated Psychosis,PSYCHIATRY,PSYCHIATRY,SCHOOLS OF MEDICINE,"$414,070 ","$279,498 ","$693,568 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,11/29/24,PAR-22-035
YALE UNIVERSITY,9420201,5F31AG081110-03,Training - Individual,11002343,"VERDESCA, ANDREW",16165769,Reversal of Age-Associated Damage in the Planarian Germline,MOLECULAR BIOPHYSICS & BIOCHEMISTRY,BIOCHEMISTRY,SCHOOLS OF ARTS AND SCIENCES,"$48,974 ",,"$48,974 ",3,NEW HAVEN,CONNECTICUT,6520,,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF ARTS AND SCIENCES,1/24/25,PA-21-051
YALE UNIVERSITY,9420201,5R01NS066974-13,RPGs - Non SBIR/STTR,10984496,"BLUMENFELD, HAL",1927448,Remote effects of focal hippocampal seizures on neocortical function,NEUROLOGY,NEUROLOGY,SCHOOLS OF MEDICINE,"$248,892 ","$168,002 ","$416,894 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,11/20/24,PA-20-185
YALE UNIVERSITY,9420201,5R35GM144096-04,RPGs - Non SBIR/STTR,11010350,"BURD, CHRISTOPHER G",1924132,Lipid Dynamics in the Golgi Apparatus,CELL BIOLOGY,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,"$382,131 ","$257,938 ","$640,069 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,1/16/25,PAR-19-367
YALE UNIVERSITY,9420201,3R01GM105672-12S1,RPGs - Non SBIR/STTR,11073757,"LUSK, CHARLES PATRICK",10551887,The mechanism of ESCRT-mediated surveillance of the nuclear envelope barrier,CELL BIOLOGY,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,"$28,500 ","$19,238 ","$47,738 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,11/21/24,PA-23-189
YALE UNIVERSITY,9420201,5R01MH113257-09,RPGs - Non SBIR/STTR,10974478,"DUQUE, ALVARO",8650186,Yale Macaque Brain Resource,NEUROBIOLOGY,NEUROSCIENCES,SCHOOLS OF MEDICINE,"$322,904 ","$138,848 ","$461,752 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,11/1/24,PA-20-185
YALE UNIVERSITY,9420201,5F31MH131246-03,Training - Individual,11007275,"HOLT-GOSSELIN, BAILEY",78408280,Neurobiological markers of risk and resilience for psychopathology in youth at familial risk for mood disorders,PSYCHOLOGY,PSYCHOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$33,984 ",,"$33,984 ",3,NEW HAVEN,CONNECTICUT,6520,,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF ARTS AND SCIENCES,12/21/24,PA-21-052
YALE UNIVERSITY,9420201,1R01MH138421-01,RPGs - Non SBIR/STTR,11025418,"CHAWARSKA, KATARZYNA",8524885,Investigation into the role of value learning in core features of autism in toddlers,CHILD STUDY CENTER,PSYCHIATRY,SCHOOLS OF MEDICINE,"$496,365 ","$335,047 ","$831,412 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,11/27/24,PA-21-201
YALE UNIVERSITY,9420201,3R01HL169238-01A1S1,RPGs - Non SBIR/STTR,11137351,"POBER, JORDAN S",1930382,Optimizing Therapeutic Revascularization by Endothelial Cell_Transplantation,IMMUNOBIOLOGY,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,"$24,336 ","$11,885 ","$36,221 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,1/18/25,PA-23-189
YALE UNIVERSITY,9420201,3R01HL163640-03S1,RPGs - Non SBIR/STTR,11237395,"SINUSAS, ALBERT J",1880702,Multi-isotope Hybrid PET/CT Imaging of Peripheral Artery Disease in Diabetes,INTERNAL MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$89,581 ","$60,467 ","$150,048 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,12/19/24,PA-20-185
YALE UNIVERSITY,9420201,5R01NS121026-04,RPGs - Non SBIR/STTR,11001944,"CAFFERTY, WILLIAM B.",9094159,Defining and exploiting the plasticity transcriptome to repair the damaged spinal cord,NEUROLOGY,NEUROLOGY,SCHOOLS OF MEDICINE,"$143,188 ","$96,652 ","$239,840 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,11/20/24,PA-20-185
YALE UNIVERSITY,9420201,5R01AI181779-02,RPGs - Non SBIR/STTR,11032038,"ABRAHAMS, VIKKI M",8006669,Mechanisms regulating fetal membrane and neutrophil responses to infection,"OBSTETRICS, GYNECOLOGY AND REPRODUCTIVE SCIS",OBSTETRICS & GYNECOLOGY,SCHOOLS OF MEDICINE,"$407,316 ","$274,939 ","$682,255 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,12/18/24,PAR-22-241
YALE UNIVERSITY,9420201,1R01NS134754-01A1,RPGs - Non SBIR/STTR,11048539,"MCDOUGLE, SAMUEL DAVID",14167361,Fundamental predictive computations in upper-limb and speech adaptation,PSYCHOLOGY,PSYCHOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$336,691 ","$103,919 ","$440,610 ",3,NEW HAVEN,CONNECTICUT,6520,,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF ARTS AND SCIENCES,11/29/24,PA-20-185
YALE UNIVERSITY,9420201,5R01HL162580-03,RPGs - Non SBIR/STTR,10983772,"DARDIK, ALAN",1950502,Adaptive immunity regulates arteriovenous fistula remodeling,SURGERY,SURGERY,SCHOOLS OF MEDICINE,"$425,397 ","$273,262 ","$698,659 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,11/27/24,PA-20-185
YALE UNIVERSITY,9420201,5R01GM123011-08,RPGs - Non SBIR/STTR,11009528,"MILLER-JENSEN, KATHRYN",8627291,Systems analysis of cell-to-cell variability and signaling-transcription factor motifs regulating macrophage responses to conflicting environmental cues,BIOMEDICAL ENGINEERING,ENGINEERING (ALL TYPES),BIOMED ENGR/COL ENGR/ENGR STA,"$184,500 ","$115,878 ","$300,378 ",3,NEW HAVEN,CONNECTICUT,6520,,YALE UNIVERSITY SCH OF MEDICINE,BIOMED ENGR/COL ENGR/ENGR STA,1/28/25,PA-20-185
YALE UNIVERSITY,9420201,5R01AG076154-04,RPGs - Non SBIR/STTR,11034132,"LIM, JANGHOO",9345995,Investigation of the role of ATXN1 in oligodendroglia and neurodegenerative diseases,GENETICS,GENETICS,SCHOOLS OF MEDICINE,"$375,579 ","$238,251 ","$613,830 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,12/24/24,PA-20-185
YALE UNIVERSITY,9420201,5R01DK138015-02,RPGs - Non SBIR/STTR,10997420,"BESSE, WHITNEY ELISE",8739841,In vivo investigation of PKD1 upstream open reading frames as a therapeutic target in autosomal dominant polycystic kidney disease,INTERNAL MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$231,011 ","$155,932 ","$386,943 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,11/19/24,PA-20-185
YALE UNIVERSITY,9420201,5R01DC004729-25,RPGs - Non SBIR/STTR,11005759,"CARLSON, JOHN R",1880992,Analysis of Chemosensory Receptor Genes,"MOLECULAR, CELLULAR AND DEV BIOL",BIOCHEMISTRY,SCHOOLS OF ARTS AND SCIENCES,"$191,250 ","$127,381 ","$318,631 ",3,NEW HAVEN,CONNECTICUT,6520,,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF ARTS AND SCIENCES,12/5/24,PA-19-056
YALE UNIVERSITY,9420201,5R01NS100547-08,RPGs - Non SBIR/STTR,11044067,"HAMMARLUND, MARC",6188579,Discovery and analysis of the C. elegans neuronal gene expression network (CeNGEN),GENETICS,GENETICS,SCHOOLS OF MEDICINE,"$969,099 ","$224,990 ","$1,194,089 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,1/9/25,PA-20-185
YALE UNIVERSITY,9420201,1R01EY036207-01A1,RPGs - Non SBIR/STTR,11048220,"HIGLEY, MICHAEL JAMES",6204322,Neural circuits underlying visual representation in the medial entorhonal cortex,NEUROSCIENCE,NEUROSCIENCES,SCHOOLS OF MEDICINE,"$345,393 ","$232,151 ","$577,544 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,1/17/25,PA-20-185
YALE UNIVERSITY,9420201,5K99DC021504-02,Other Research-Related,10973600,"BAIK, LISA SOYEON",14491152,Taste perception of host cues in the invasive disease vector mosquito Aedes albopictus,"MOLECULAR, CELLULAR AND DEV BIOL",BIOCHEMISTRY,SCHOOLS OF ARTS AND SCIENCES,"$122,725 ","$9,818 ","$132,543 ",3,NEW HAVEN,CONNECTICUT,6520,,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF ARTS AND SCIENCES,11/19/24,PA-20-188
YALE UNIVERSITY,9420201,1F31NS135930-01A1,Training - Individual,11065822,"AMOS, CHASE ALLEN",15466812,Investigation of the Lipid Transfer ProteinVPS13D at the Golgi Apparatus,CELL BIOLOGY,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,"$48,974 ",,"$48,974 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,12/16/24,PA-23-272
YALE UNIVERSITY,9420201,5F31NS130899-03,Training - Individual,10994618,"CARLSON, MARINA ALISE",16515777,Functional Analysis of Pathogenic Human PTEN Variants in Early Neurodevelopment,NEUROSCIENCE,NEUROSCIENCES,SCHOOLS OF MEDICINE,"$34,024 ",,"$34,024 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,12/13/24,PA-21-052
YALE UNIVERSITY,9420201,5R01MD017748-03,RPGs - Non SBIR/STTR,11003358,"GROSS, CARY P.",6618672,Diversity in the Cancer Care Workforce,INTERNAL MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$406,308 ","$220,059 ","$626,367 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,12/14/24,PA-20-185
YALE UNIVERSITY,9420201,5R01AR080104-04,RPGs - Non SBIR/STTR,10993089,"WANG, ANDREW",12194729,The Role of the Adrb3/IL6 Axis in the Impact of Psychosocial Stress on Lupus Pathogenesis,INTERNAL MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$242,830 ","$163,910 ","$406,740 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,12/16/24,PA-20-185
YALE UNIVERSITY,9420201,5R01HL131952-09,RPGs - Non SBIR/STTR,11001922,"GOODWIN, JULIE",8130575,Endothelial cell- specific Wnt suppression ameliorates vascular inflammation,PEDIATRICS,PEDIATRICS,SCHOOLS OF MEDICINE,"$316,229 ","$213,455 ","$529,684 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,12/11/24,PA-20-185
YALE UNIVERSITY,9420201,5F31CA281173-02,Training - Individual,10975351,"WILSON, LAUREN",78608465,Uncovering the Role of RNA Modifications in the Paraspeckle,"MOLECULAR, CELLULAR AND DEV BIOL",BIOCHEMISTRY,SCHOOLS OF ARTS AND SCIENCES,"$48,974 ",,"$48,974 ",3,NEW HAVEN,CONNECTICUT,6520,,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF ARTS AND SCIENCES,1/14/25,PA-21-051
YALE UNIVERSITY,9420201,1R01DK141666-01,RPGs - Non SBIR/STTR,11023634,"LIPSKA, KASIA JOANNA",9645093,Insulin Affordability: Unpacking the Impact of the Inflation Reduction Act on Diabetes Outcomes and Equity in Medicare,INTERNAL MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$643,089 ","$106,477 ","$749,566 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,12/31/24,PA-20-185
YALE UNIVERSITY,9420201,5R01ES033630-04,RPGs - Non SBIR/STTR,11011317,"HUCKINS, LAURA MARIANNE",14388695,Modeling the interaction of physiological and environmental stressors on common variants to psychiatric traits,PSYCHIATRY,PSYCHIATRY,SCHOOLS OF MEDICINE,"$593,225 ","$400,427 ","$993,652 ",3,NEW HAVEN,CONNECTICUT,6520,Y,YALE UNIVERSITY SCH OF MEDICINE,SCHOOLS OF MEDICINE,11/20/24,RFA-ES-20-018
